# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=7345
# chain_id=3
# iter=200
# warmup=100
# save_warmup=1
# thin=1
# refresh=20
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./stan_example.samples_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,shape1.1,shape1.2,shape1.3,shape2.1,shape2.2,shape2.3,stretch.1,stretch.2,stretch.3,min_max.1.1,min_max.2.1,min_max.3.1,min_max.1.2,min_max.2.2,min_max.3.2,nu.1,nu.2,nu.3,mu_shape1,mu_shape2,mu_stretch,mu_min,mu_max,mu_nu,x_min.1,x_min.2,x_min.3,x_max.1,x_max.2,x_max.3
-472.04,0.999936,0.000676243,10,1023,0,497.773,2.51002,2.58911,2.50177,2.22784,2.26288,3.49878,0.609866,0.737445,1.21485,0.546191,1.2973,-0.400638,0.876719,1.39337,0.176324,0.273514,0.4134,0.549138,1.91164,0.458535,0.143345,-0.49454,1.1346,5.83058,0.546191,1.2973,-0.400638,0.876719,1.39337,0.176324
-466.219,0.998628,0.000845664,10,1023,0,478.676,2.53253,2.40829,2.5465,2.25319,2.31365,3.67824,0.637528,0.693029,1.45343,0.215787,1.53605,-0.341077,0.718058,1.66794,0.10067,0.352411,0.34334,0.436881,2.19013,1.12893,0.422273,-0.26507,1.23679,6.17719,0.215787,1.53605,-0.341077,0.718058,1.66794,0.10067
-443.032,0.972291,0.00105389,10,1023,0,477.455,2.24674,2.30357,2.48332,2.42836,3.18238,2.99967,0.490655,0.621862,0.430835,-0.208495,1.3955,-0.600903,3.60846,1.71451,0.225875,0.513362,0.334624,0.482189,2.28736,2.23169,0.618762,-0.689682,1.8136,5.91264,-0.208495,1.3955,-0.600903,3.60846,1.71451,0.225875
-440.074,0.999976,0.00121287,10,1023,0,455.723,2.26153,2.5028,2.47794,2.31784,2.81156,3.4593,0.415849,1.34819,0.281661,-1.41017,1.48848,-0.567307,3.53268,1.62563,0.229706,0.613721,0.333654,0.476501,1.19836,2.00725,1.00486,0.0159445,2.52872,6.23815,-1.41017,1.48848,-0.567307,3.53268,1.62563,0.229706
-382.986,0.992294,0.00151607,10,1023,0,455.36,2.12883,4.65731,2.28275,2.06107,3.32734,3.08147,2.35597,1.44284,0.345,-3.79955,1.54504,-0.592642,6.35498,1.59375,3.74769,8.78322,0.406117,0.659153,1.8056,2.56079,0.851451,-1.7247,3.12064,4.43483,-3.79955,1.54504,-0.592642,6.35498,1.59375,3.74769
-337.958,0.999635,0.00184906,10,1023,0,393.403,2.17285,2.66162,2.10819,2.2996,2.80224,3.8322,2.01701,3.50719,1.01209,-3.67769,1.52302,-4.17951,5.93825,1.55524,7.13646,6.91059,0.391315,2.31534,2.75725,3.00248,2.74083,-2.78164,3.52934,2.69306,-3.67769,1.52302,-4.17951,5.93825,1.55524,7.13646
-320.864,0.66803,0.00229984,10,1023,0,351.23,4.10767,3.23504,2.21945,3.82491,3.51926,2.0438,1.83753,0.350431,0.888752,-6.30695,-1.36253,-4.38411,5.34061,-1.15785,3.13275,10.6981,0.38138,3.2602,3.00809,2.31221,1.09832,-4.64033,3.88766,2.82661,-6.30695,-1.36253,-4.38411,5.34061,-1.15785,3.13275
-267.216,0.999633,0.00108824,9,511,0,334.227,4.2006,3.2284,2.23504,2.80235,4.28537,2.08457,2.21497,0.525777,1.51665,-6.24574,-1.39568,-4.53533,4.43014,-1.24608,3.50445,13.0392,0.37401,8.91864,3.26655,2.13663,0.786052,-4.7774,3.83142,1.53646,-6.24574,-1.39568,-4.53533,4.43014,-1.24608,3.50445
-257.209,0.997487,0.0013573,9,511,0,278.193,4.32402,3.31239,2.27791,2.70122,4.05692,2.09009,2.13535,0.476241,1.84481,-6.30478,-1.14241,-4.64217,4.18885,-1.00277,3.61845,11.8652,0.397046,10.6181,3.40437,2.10366,0.752873,-4.77143,3.81771,1.38814,-6.30478,-1.14241,-4.64217,4.18885,-1.00277,3.61845
-241.473,0.997538,0.00167735,10,1023,0,271.971,3.34223,4.10439,2.51772,2.69704,2.41406,3.0431,2.3801,4.06081,1.79821,-5.3158,-1.20013,-4.8991,4.95997,-0.831836,4.69504,14.7031,0.40422,18.9731,2.38481,2.79275,2.38468,-3.21316,2.5022,1.79486,-5.3158,-1.20013,-4.8991,4.95997,-0.831836,4.69504
-229.089,0.998275,0.00206676,8,255,0,251.889,3.36812,3.49006,2.61671,2.45572,2.53563,3.00196,2.71234,3.69123,1.85899,-5.03785,-1.16765,-4.73479,4.60391,-0.845073,4.30314,14.0289,0.410419,19.2506,2.74699,2.59499,2.47923,-3.37414,2.61227,0.963574,-5.03785,-1.16765,-4.73479,4.60391,-0.845073,4.30314
-220.104,0.996948,0.00254372,10,1023,0,240.684,3.50884,3.05495,2.20227,3.29631,2.57446,3.02678,2.55424,0.107526,1.70702,-5.07474,-2.24593,-4.59797,5.12676,6.74939,5.31873,19.6948,0.343369,30.1254,2.84634,3.20794,0.909157,-4.44507,4.09095,0.347701,-5.07474,-2.24593,-4.59797,5.12676,6.74939,5.31873
-212.026,0.751096,0.003109,8,511,0,236.036,2.90235,2.46688,2.33356,2.93286,2.31068,2.6915,2.46264,0.140383,1.91283,-4.51771,-2.43003,-4.63656,5.60011,0.367982,4.18635,14.1792,0.480444,26.7139,3.02591,2.6836,0.359783,-3.74996,3.83089,1.05303,-4.51771,-2.43003,-4.63656,5.60011,0.367982,4.18635
-210.256,0.999721,0.00192091,9,511,0,222.984,3.08667,2.73664,2.2981,3.21098,2.2822,2.94481,2.47968,0.15358,1.82877,-4.91154,-2.18601,-4.56308,5.41604,5.3416,4.82291,18.1139,0.405797,27.8573,3.18251,2.76574,0.54748,-3.47619,4.01562,0.339687,-4.91154,-2.18601,-4.56308,5.41604,5.3416,4.82291
-193.53,0.997801,0.00236379,9,767,0,224.087,3.30999,2.70125,2.5876,3.07349,2.52802,3.73675,2.4283,0.678815,1.72663,-5.11004,-3.83368,-4.84232,5.00404,5.56106,5.23027,17.581,0.87294,26.1054,3.96521,2.82499,0.0972972,-3.55647,3.88287,0.785613,-5.11004,-3.83368,-4.84232,5.00404,5.56106,5.23027
-151.08,0.998442,0.00288376,8,255,0,201.054,3.36066,2.49829,2.43776,3.07319,2.48113,3.47793,2.45492,0.757854,1.76235,-5.0314,-3.79586,-4.70527,4.94188,2.68642,5.20853,16.7354,1.86845,30.1025,4.05901,2.95235,0.498633,-3.32128,4.03263,0.601266,-5.0314,-3.79586,-4.70527,4.94188,2.68642,5.20853
-150.256,0.993223,0.00351254,7,127,0,161.038,3.35593,2.49153,2.45212,3.08404,2.48835,3.42267,2.30591,0.790677,1.78454,-5.01122,-3.86455,-4.71535,4.69269,2.62702,5.04946,17.8347,1.8846,30.9669,4.00288,2.95493,0.48629,-3.27926,4.02995,0.581768,-5.01122,-3.86455,-4.71535,4.69269,2.62702,5.04946
-148.191,0.985369,0.00420529,7,127,0,159.388,3.30677,2.46273,2.46703,3.21993,2.46938,3.47728,2.82272,0.809758,1.77996,-4.97218,-3.96808,-4.68568,5.37805,2.11698,4.84578,19.5799,1.94727,28.4796,4.08435,2.97342,0.527297,-3.28928,4.01442,0.54515,-4.97218,-3.96808,-4.68568,5.37805,2.11698,4.84578
-47.442,0.768717,0.00491611,7,127,0,156.836,3.65049,2.49469,2.46877,3.17005,2.55934,3.59235,2.51785,2.13129,1.70881,-5.6038,-4.91239,-4.75692,5.23908,2.52492,5.02556,14.3353,21.2994,27.3965,3.3365,2.3606,1.05205,-4.19544,4.33875,0.497457,-5.6038,-4.91239,-4.75692,5.23908,2.52492,5.02556
-33.6582,0.884018,0.00324267,7,192,1,59.723,3.8478,2.69351,2.42257,3.19228,2.39896,3.37643,2.51474,2.36074,1.79945,-5.59964,-4.84878,-4.58945,4.54341,2.33558,4.75736,21.2596,24.1916,32.8954,3.06446,2.46308,1.12364,-4.21876,4.69885,0.474951,-5.59964,-4.84878,-4.58945,4.54341,2.33558,4.75736
-26.5254,0.844829,0.00290792,6,89,1,51.2735,3.73866,2.73937,2.40949,3.17451,2.50026,3.35063,2.50921,2.15695,1.658,-5.58854,-5.04695,-4.73323,5.01464,2.43059,5.10385,20.3968,27.2616,29.7615,3.13636,2.37276,1.10107,-4.09005,4.73509,0.430273,-5.58854,-5.04695,-4.73323,5.01464,2.43059,5.10385
-18.7278,0.842191,0.00235969,7,136,1,34.8688,3.967,3.12525,2.43076,3.22103,2.46104,3.07618,2.68734,2.22781,1.71297,-5.64407,-5.4408,-4.77186,4.61459,2.31542,4.71821,17.3945,39.7436,30.5891,3.08781,2.42283,1.26455,-4.24253,4.27445,0.350781,-5.64407,-5.4408,-4.77186,4.61459,2.31542,4.71821
-18.3745,0.915738,0.0019076,10,1023,0,28.5627,3.63369,3.1583,2.49381,3.15134,2.5821,2.99608,2.32485,2.15025,2.01681,-5.48263,-5.43632,-4.68731,4.69359,2.3774,4.43402,20.0876,32.675,29.4497,2.73569,2.42508,1.19503,-4.11364,4.43724,0.325739,-5.48263,-5.43632,-4.68731,4.69359,2.3774,4.43402
-17.2234,0.994429,0.00186568,10,1023,0,32.4117,3.85234,3.16092,2.35812,3.60924,2.54617,2.80345,2.66394,2.29264,1.81256,-5.55475,-5.39863,-4.6733,4.96495,2.32912,4.47818,16.867,34.6252,31.2272,2.90015,2.22815,1.51336,-4.20095,4.64409,0.361445,-5.55475,-5.39863,-4.6733,4.96495,2.32912,4.47818
-24.5808,0.0563267,0.00222677,10,1023,0,39.8877,3.19915,3.62239,2.3851,3.1182,3.40307,2.67655,2.45472,1.98988,2.06584,-4.73006,-5.80827,-4.57803,4.81634,2.60211,4.15158,16.0385,42.9449,38.2878,3.20902,2.25968,2.3828,-5.8703,4.73778,0.210598,-4.73006,-5.80827,-4.57803,4.81634,2.60211,4.15158
-17.7735,0.99992,0.000251324,10,1023,0,34.1215,3.16133,3.60234,2.39853,3.0594,3.4936,2.7318,2.75287,2.03243,1.8765,-4.8546,-5.80369,-4.71548,5.93021,2.65239,4.39352,19.0421,44.3647,36.4712,3.35051,2.29694,2.42462,-5.74591,4.60371,0.175946,-4.8546,-5.80369,-4.71548,5.93021,2.65239,4.39352
-17.1713,0.999824,0.000307642,10,1023,0,38.6567,3.42154,3.33494,2.38509,3.55132,3.26301,2.72158,2.72937,2.11278,1.86308,-5.20707,-5.5518,-4.69964,5.67348,2.61258,4.4087,17.4054,39.0887,33.0773,3.23931,2.68824,2.46216,-5.5622,4.43856,0.152724,-5.20707,-5.5518,-4.69964,5.67348,2.61258,4.4087
-17.9373,0.99814,0.000375259,10,1023,0,32.0057,3.28716,3.6401,2.46601,3.46145,3.36717,2.45235,2.84336,2.11984,1.95703,-4.95711,-5.78379,-4.81472,5.53345,2.58481,3.92054,19.6757,43.8758,33.99,3.75587,2.59143,2.33544,-5.12861,4.29869,0.209155,-4.95711,-5.78379,-4.81472,5.53345,2.58481,3.92054
-16.6014,0.999986,0.000454395,10,1023,0,28.3333,3.41858,3.65578,2.3676,3.38109,3.31702,2.42238,2.72867,2.08789,2.03816,-5.0975,-5.81325,-4.59458,5.86837,2.58834,3.87277,18.7299,36.5921,40.5801,3.74689,2.69441,2.25525,-5.0268,4.33039,0.207443,-5.0975,-5.81325,-4.59458,5.86837,2.58834,3.87277
-16.1688,0.999832,0.000551019,10,1023,0,28.213,3.56855,3.59968,2.34337,3.32667,3.23845,2.40607,2.51271,2.01686,1.91828,-5.04636,-5.84432,-4.68785,4.85145,2.57733,4.00286,17.7273,38.7088,36.4778,3.70469,2.89066,2.32201,-5.05565,4.23275,0.209676,-5.04636,-5.84432,-4.68785,4.85145,2.57733,4.00286
-15.8481,0.99638,0.000665916,10,1023,0,27.1846,3.19302,3.61195,2.33967,3.57213,3.37666,2.3741,2.24885,2.09429,1.89888,-5.17335,-5.77882,-4.703,6.21289,2.61711,3.97482,15.3079,41.0411,31.4855,3.56341,2.89142,2.18361,-4.73209,3.69609,0.270667,-5.17335,-5.77882,-4.703,6.21289,2.61711,3.97482
-18.7008,0.995098,0.000795765,10,1023,0,30.5356,3.37219,3.58654,2.28538,2.9591,3.39635,2.50204,2.57662,2.07413,1.99547,-5.0044,-5.77993,-4.53454,5.34235,2.62901,3.92611,12.9171,40.7181,30.1797,3.0642,2.89369,1.98789,-4.43618,4.23477,0.299753,-5.0044,-5.77993,-4.53454,5.34235,2.62901,3.92611
-18.8388,0.996694,0.000945411,10,1023,0,36.9701,3.41526,3.03533,2.36493,2.53507,2.78388,2.36783,2.75898,2.28154,2.0893,-5.07343,-5.21853,-4.59068,4.16386,2.45543,3.74055,14.013,43.3211,31.7288,2.80727,2.71006,2.13534,-4.93557,4.06088,0.269399,-5.07343,-5.21853,-4.59068,4.16386,2.45543,3.74055
-17.1948,0.851477,0.00112448,9,1023,0,30.6353,3.36182,3.30768,2.24459,2.41334,2.82147,2.34474,2.9761,2.1233,2.03248,-5.07683,-5.55707,-4.46822,4.62888,2.47201,3.9164,19.6657,41.0091,33.9536,3.10602,2.04289,1.7316,-4.68742,3.72476,0.261223,-5.07683,-5.55707,-4.46822,4.62888,2.47201,3.9164
-13.3333,0.99734,0.000947311,10,1023,0,24.6298,3.44754,3.01769,2.23447,2.55424,2.66808,2.33749,2.63259,2.22763,1.95184,-5.24379,-5.22211,-4.56728,4.53073,2.42161,4.0387,15.8248,35.6453,30.5535,2.34046,2.13171,1.60497,-4.20625,3.52631,0.334061,-5.24379,-5.22211,-4.56728,4.53073,2.42161,4.0387
-11.6005,0.997171,0.00112515,10,1023,0,28.3978,3.20934,3.47154,2.38906,2.1143,3.27648,2.35297,2.9192,2.05667,2.01119,-4.94845,-5.70376,-4.6938,4.21247,2.61922,3.84971,19.2899,41.2414,34.2639,3.03098,2.65249,1.38473,-5.46564,3.90287,0.30879,-4.94845,-5.70376,-4.6938,4.21247,2.61922,3.84971
-13.015,0.963276,0.00133245,10,1023,0,24.6858,3.39226,3.16953,2.38033,2.29044,2.91846,2.74615,2.74102,2.23639,1.95076,-5.25106,-5.36668,-4.65318,4.38068,2.48816,4.24561,17.3499,45.2414,37.2429,2.27717,2.65968,2.72143,-4.51033,4.61874,0.258699,-5.25106,-5.36668,-4.65318,4.38068,2.48816,4.24561
-13.5772,0.994869,0.00145544,10,1023,0,20.6253,3.35315,3.50199,2.4349,2.19171,3.35965,3.45803,2.74169,2.11674,1.7803,-5.37862,-5.64664,-4.64796,4.90436,2.61218,4.94587,15.4565,45.4511,36.4607,2.5273,2.28118,1.97716,-5.07662,5.0525,0.331022,-5.37862,-5.64664,-4.64796,4.90436,2.61218,4.94587
-9.82796,0.999989,0.00170698,10,1023,0,22.0257,3.68413,3.56022,2.43234,2.97095,3.55258,3.04006,2.38403,2.10959,1.8723,-5.62903,-5.65248,-4.71086,4.81576,2.68328,4.52276,15.846,32.8228,30.07,3.11535,3.15825,1.65058,-5.27651,3.85509,0.337177,-5.62903,-5.65248,-4.71086,4.81576,2.68328,4.52276
-12.1573,0.997194,0.00202089,9,1023,0,20.117,3.78706,3.70185,2.448,3.11969,3.38015,2.93088,2.61418,2.13794,1.96376,-5.59807,-5.84246,-4.65471,4.65764,2.58785,4.38628,21.6736,44.3251,31.2483,2.83202,3.35036,2.33951,-5.10426,3.36904,0.283723,-5.59807,-5.84246,-4.65471,4.65764,2.58785,4.38628
-12.0569,0.853922,0.00237175,9,511,0,25.4106,3.75375,3.44977,2.52045,3.05014,3.31334,4.29172,2.72984,2.15111,1.60629,-5.45073,-5.57112,-4.7681,4.52385,2.60084,5.66984,19.9514,45.4811,31.846,2.8871,3.26184,2.70626,-5.44605,3.64122,0.321685,-5.45073,-5.57112,-4.7681,4.52385,2.60084,5.66984
-10.7882,0.991015,0.00201091,9,1023,0,26.0307,3.71992,3.525,2.44291,3.0262,3.42877,3.32877,2.69082,2.1133,1.78578,-5.39912,-5.67602,-4.70164,4.53947,2.65224,4.75786,18.6389,38.0562,30.964,2.04035,2.62987,0.818131,-5.64344,4.9404,0.265241,-5.39912,-5.67602,-4.70164,4.53947,2.65224,4.75786
-13.0804,0.982045,0.0023219,10,1023,0,23.3547,3.33345,3.37973,2.41693,3.9505,3.28176,3.01525,2.69783,2.15361,1.86332,-5.00586,-5.5337,-4.62692,5.93439,2.61609,4.64248,20.0191,38.4016,30.1958,3.57725,2.6354,2.66101,-4.29114,4.55668,0.245858,-5.00586,-5.5337,-4.62692,5.93439,2.61609,4.64248
-10.932,0.700943,0.00262274,9,511,0,27.1955,3.79363,3.3518,2.45769,3.73598,3.13672,3.08294,2.69946,2.08854,1.96545,-5.43141,-5.53138,-4.62464,5.20491,2.56684,4.34036,20.3182,36.5736,34.4172,2.78131,3.1868,2.39031,-5.38063,5.2614,0.284656,-5.43141,-5.53138,-4.62464,5.20491,2.56684,4.34036
-13.4231,0.999892,0.00158761,10,1023,0,23.3048,3.43769,3.38467,2.31617,2.71478,3.27515,2.6985,2.72389,2.12651,1.85752,-5.01942,-5.51457,-4.66925,4.36948,2.61573,4.4524,16.3623,41.3407,29.2258,1.79655,2.75342,1.97318,-5.73686,4.4529,0.338839,-5.01942,-5.51457,-4.66925,4.36948,2.61573,4.4524
-15.5545,0.94926,0.00186569,9,511,0,24.3391,3.97125,3.38142,2.29324,3.55423,3.20925,2.43443,2.55043,2.10424,1.90213,-5.4865,-5.5357,-4.65662,4.80433,2.58096,4.12468,16.3142,38.4992,32.5505,1.66773,3.39189,2.21504,-5.44305,4.14963,0.247042,-5.4865,-5.5357,-4.65662,4.80433,2.58096,4.12468
-15.3814,0.899469,0.00195844,9,1023,0,30.7515,3.14032,3.28845,2.46397,3.92336,3.04718,3.03401,2.14418,2.11364,1.7793,-4.77839,-5.48975,-4.75197,6.01325,2.5712,4.58302,15.7361,37.7135,32.5817,2.89282,3.27162,1.67519,-6.08319,4.34,0.309773,-4.77839,-5.48975,-4.75197,6.01325,2.5712,4.58302
-18.3377,0.974113,0.00184335,10,1023,0,29.2563,4.10355,3.56226,2.34811,2.9874,3.2613,3.53255,2.51727,2.06811,1.72085,-6.23511,-5.69981,-4.62846,4.91053,2.57217,5.18161,15.9785,37.6507,33.1671,3.12053,2.50341,0.95009,-5.87471,3.98431,0.263463,-6.23511,-5.69981,-4.62846,4.91053,2.57217,5.18161
-20.9183,0.918428,0.00203982,9,1023,0,30.1951,4.11415,3.52849,2.30704,3.14453,3.55985,3.51977,2.72771,2.14512,1.70135,-6.11751,-5.68182,-4.58421,5.09638,2.70405,5.54076,20.8962,38.8794,30.8753,3.41787,2.3803,1.08071,-6.1386,3.71517,0.340922,-6.11751,-5.68182,-4.58421,5.09638,2.70405,5.54076
-9.90244,0.967322,0.00199978,9,511,0,27.2143,3.88682,3.24263,2.63703,3.14222,3.27576,3.53902,2.56486,2.18386,1.7876,-5.60499,-5.38866,-4.87863,4.54754,2.62549,4.77583,22.9454,38.7568,31.0035,3.47308,2.85461,2.22798,-5.2671,4.23759,0.246785,-5.60499,-5.38866,-4.87863,4.54754,2.62549,4.77583
-10.4257,0.974082,0.00217653,9,511,0,19.7228,3.92568,3.58526,2.35568,3.53561,3.53827,3.29905,2.69446,2.08219,1.78955,-5.65688,-5.71681,-4.62296,5.17577,2.66126,5.10978,22.1582,42.9406,29.1533,2.64796,2.29725,2.22783,-5.39256,4.66423,0.319307,-5.65688,-5.71681,-4.62296,5.17577,2.66126,5.10978
-11.8702,0.483609,0.00240039,9,675,0,26.487,3.71523,3.42017,2.6,3.19172,3.1272,3.5771,2.3662,2.03488,1.87267,-5.55752,-5.66442,-4.79509,4.84289,2.55728,4.70438,16.3661,34.1328,34.6482,2.26662,2.89319,2.78201,-5.13492,4.03173,0.214446,-5.55752,-5.66442,-4.79509,4.84289,2.55728,4.70438
-12.5558,0.996516,0.000937225,10,1023,0,25.2213,3.73184,3.28401,2.25879,4.62785,3.17455,2.68954,2.22961,2.18094,1.81575,-5.54952,-5.44727,-4.59589,6.03574,2.5939,4.38025,16.57,44.2321,28.6218,3.2061,3.01218,1.45948,-5.76892,4.93172,0.270475,-5.54952,-5.44727,-4.59589,6.03574,2.5939,4.38025
-10.1812,0.979573,0.00108687,10,1023,0,21.8509,4.03634,3.32024,2.34371,4.14212,2.99598,2.89746,2.47546,2.18906,1.83221,-5.68683,-5.47742,-4.58194,5.23585,2.48688,4.54643,19.7476,34.0731,31.9552,3.15275,3.04141,1.13423,-5.74735,4.71136,0.261408,-5.68683,-5.47742,-4.58194,5.23585,2.48688,4.54643
