# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=7345
# chain_id=2
# iter=200
# warmup=100
# save_warmup=1
# thin=1
# refresh=20
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./stan_example.samples_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,shape1.1,shape1.2,shape1.3,shape2.1,shape2.2,shape2.3,stretch.1,stretch.2,stretch.3,min_max.1.1,min_max.2.1,min_max.3.1,min_max.1.2,min_max.2.2,min_max.3.2,nu.1,nu.2,nu.3,mu_shape1,mu_shape2,mu_stretch,mu_min,mu_max,mu_nu,x_min.1,x_min.2,x_min.3,x_max.1,x_max.2,x_max.3
-447.572,0.999771,0.00129158,10,1023,0,469.306,4.24962,2.10658,2.53508,4.05127,3.06604,2.26959,1.77151,1.16043,0.591052,1.90188,0.326822,-2.23101,4.26802,1.49694,3.34232,0.381003,0.48505,0.856672,2.95767,2.82608,1.38633,-0.9116,3.12329,4.92165,1.90188,0.326822,-2.23101,4.26802,1.49694,3.34232
-377.408,0.998263,0.0015269,10,1023,0,464.071,3.83847,2.15559,2.15355,2.24251,4.84375,2.37114,0.854396,0.199742,1.88736,-0.282979,0.84771,-4.58092,4.95306,1.3051,5.17282,0.390405,0.453928,11.2816,3.33095,3.12869,0.504632,-2.47262,4.9509,1.50438,-0.282979,0.84771,-4.58092,4.95306,1.3051,5.17282
-360.458,0.992168,0.00182518,9,1023,0,393.713,2.74115,2.16444,2.21975,2.08618,3.87987,2.71774,0.726737,0.382358,1.92689,-0.221808,0.156377,-4.37562,3.8723,0.534008,4.08053,0.487103,0.461391,16.5599,2.64621,3.27414,1.24635,-2.86341,4.37371,1.01395,-0.221808,0.156377,-4.37562,3.8723,0.534008,4.08053
-330.631,0.998562,0.00216396,9,511,0,372.912,2.40307,2.08249,2.37083,2.09164,3.3429,2.48921,0.507771,0.422513,1.78797,-2.18064,0.835316,-4.80818,4.22041,1.43475,4.54391,0.732159,0.453108,18.5061,1.94815,2.51929,0.426229,-2.99579,4.45784,0.810704,-2.18064,0.835316,-4.80818,4.22041,1.43475,4.54391
-265.459,0.990357,0.00263712,8,255,0,340.907,2.22067,2.11194,2.34982,2.08768,3.22522,2.98975,1.85254,0.268877,1.93019,-3.24181,0.777481,-4.52256,4.58402,1.47757,4.33769,4.29102,0.424767,27.9539,2.11845,2.71829,0.339543,-3.23343,4.20136,1.01745,-3.24181,0.777481,-4.52256,4.58402,1.47757,4.33769
-233.889,0.970921,0.00314776,10,1023,0,279.657,2.9163,2.01292,2.47386,2.04475,3.42757,3.74936,2.30494,0.388319,1.79339,-5.03401,0.0616016,-4.61583,5.49857,1.51843,5.05127,12.7133,0.454515,30.1662,2.25657,2.6951,2.07727,-3.4036,4.18798,0.375535,-5.03401,0.0616016,-4.61583,5.49857,1.51843,5.05127
-175.728,0.989617,0.00354991,8,255,0,247.621,2.77687,2.00456,2.56082,2.01253,3.37316,3.49463,2.25738,0.629543,1.87354,-4.58364,-3.08912,-4.68633,4.82807,2.79513,4.75332,11.3754,1.42061,28.9737,2.43747,3.03112,1.64461,-3.10048,4.06597,0.755959,-4.58364,-3.08912,-4.68633,4.82807,2.79513,4.75332
-157.017,0.978643,0.00424909,7,255,0,185.839,2.62807,2.00579,2.52811,2.01112,3.44645,3.89152,2.82298,0.908815,1.73874,-4.58211,-3.55599,-4.70793,5.0876,2.9785,5.20458,11.2865,2.02574,28.5777,2.12049,3.27421,1.46294,-3.26706,4.38231,0.624808,-4.58211,-3.55599,-4.70793,5.0876,2.9785,5.20458
-119.527,0.92832,0.00492211,7,127,0,166.401,3.02982,2.00488,2.49409,2.01171,3.39543,3.57013,3.36597,2.23978,1.78363,-4.71364,-4.54837,-4.73665,4.45793,3.2295,4.96752,19.1082,13.464,32.9086,1.96379,3.80877,1.29682,-3.49912,4.35038,0.418891,-4.71364,-4.54837,-4.73665,4.45793,3.2295,4.96752
-96.8004,0.889983,0.00490224,7,143,1,132.422,3.1302,2.00736,2.33069,2.01005,2.29249,2.87829,2.92707,2.21466,1.91538,-4.88771,-4.35026,-4.58238,4.30107,2.51649,4.532,13.6632,9.28693,28.9423,1.47147,3.49074,1.98685,-4.21563,3.7264,0.363799,-4.88771,-4.35026,-4.58238,4.30107,2.51649,4.532
-85.4762,0.377985,0.00436406,9,639,0,110.062,3.8982,2.00372,2.3896,2.01416,2.20468,3.0751,3.08492,2.31775,1.86597,-5.51235,-4.51138,-4.65086,3.6035,2.4695,4.72026,20.0284,20.0218,33.924,1.87796,3.29483,2.45081,-3.94272,3.42281,0.566316,-5.51235,-4.51138,-4.65086,3.6035,2.4695,4.72026
-82.5468,0.990238,0.000858061,10,1023,0,97.4705,3.39689,2.00515,2.36196,2.02436,2.16976,3.03787,2.36653,2.08849,1.8477,-5.52846,-4.45354,-4.6925,4.05815,2.45463,4.80693,15.3277,12.7906,27.7303,1.80164,3.14064,2.23668,-3.93603,3.50063,0.386215,-5.52846,-4.45354,-4.6925,4.05815,2.45463,4.80693
-84.1669,0.989087,0.00104501,10,1023,0,105.085,3.00111,2.00767,2.23626,2.00441,2.11349,2.25718,2.3551,2.22406,1.92525,-4.84628,-4.47443,-4.60306,4.13465,2.40952,4.15699,14.6079,16.4852,32.691,3.35996,2.60545,1.46113,-5.0857,2.99342,0.416355,-4.84628,-4.47443,-4.60306,4.13465,2.40952,4.15699
-70.2701,0.999072,0.00126571,10,1023,0,93.4825,3.63966,2.01047,2.45516,2.03011,2.06889,2.85567,2.35614,2.44288,1.86117,-5.53618,-4.48301,-4.73759,3.62345,2.31927,4.3538,17.4548,18.3127,28.7464,2.77056,2.64628,2.03234,-4.68063,3.66738,0.34183,-5.53618,-4.48301,-4.73759,3.62345,2.31927,4.3538
-66.8968,0.999335,0.00157406,10,1023,0,78.8884,3.24826,2.01304,2.46774,2.0245,2.04401,3.13199,2.9146,2.28795,1.91081,-5.09224,-4.50799,-4.6742,4.09315,2.33231,4.50186,20.5185,18.005,34.5697,2.8644,2.51583,2.29091,-5.22545,3.9309,0.26565,-5.09224,-4.50799,-4.6742,4.09315,2.33231,4.50186
-67.9976,0.999573,0.00195306,10,1023,0,77.9634,3.82288,2.01679,2.40162,2.04694,2.03694,2.87717,2.47837,2.27067,1.94756,-5.75444,-4.47821,-4.61224,3.57506,2.33335,4.31121,18.7075,16.6498,32.2255,3.00443,2.20912,1.55025,-5.53158,4.64623,0.496324,-5.75444,-4.47821,-4.61224,3.57506,2.33335,4.31121
-73.0682,0.978098,0.00241725,9,511,0,83.3547,3.43638,2.01247,2.35165,2.03568,2.02975,3.05371,2.57839,2.2845,1.84559,-5.49751,-4.48158,-4.58165,4.18276,2.33021,4.78747,17.1587,16.4765,27.9979,3.2697,2.4523,1.94315,-5.64498,5.33643,0.547637,-5.49751,-4.48158,-4.58165,4.18276,2.33021,4.78747
-67.4013,0.984087,0.00280744,9,848,1,82.1024,3.41992,2.01014,2.44169,2.0272,2.01867,2.87604,2.7711,2.38022,1.86457,-5.15563,-4.46529,-4.72649,3.88762,2.29958,4.39889,16.3847,17.1693,29.1827,2.57329,1.78769,1.71449,-4.96679,3.81329,0.256114,-5.15563,-4.46529,-4.72649,3.88762,2.29958,4.39889
-71.3455,0.976659,0.00330785,8,511,0,78.7215,3.75045,2.00794,2.44342,2.02059,2.0204,2.89807,2.97935,2.47485,1.88438,-5.42083,-4.42842,-4.70858,3.57342,2.27788,4.40362,20.4475,18.8695,39.5904,2.48067,1.94876,1.90592,-4.96954,3.8357,0.217765,-5.42083,-4.42842,-4.70858,3.57342,2.27788,4.40362
-73.69,0.95785,0.00380834,8,255,0,84.7134,4.02816,2.00555,2.38881,2.01568,2.03281,3.08531,2.58915,2.4229,1.83987,-5.93742,-4.42062,-4.65918,3.62107,2.2766,4.72423,18.0029,19.4662,33.0838,1.69622,1.90889,0.884035,-5.07032,4.04392,0.479946,-5.93742,-4.42062,-4.65918,3.62107,2.2766,4.72423
-75.0595,0.989561,0.00415491,9,511,0,86.1912,2.77981,2.00963,2.28084,2.01474,2.00806,2.61536,2.46707,2.20948,1.91079,-4.69297,-4.46873,-4.58483,4.43624,2.29068,4.27154,13.7523,15.5314,32.981,3.10826,3.15135,1.61171,-5.07906,4.05488,0.335149,-4.69297,-4.46873,-4.58483,4.43624,2.29068,4.27154
-70.9104,0.168286,0.00493364,9,511,0,86.4587,3.18762,2.01432,2.34049,2.01727,2.00896,2.60466,2.79476,2.21449,1.95729,-4.88139,-4.48659,-4.66037,3.85992,2.35848,4.20649,18.7604,18.9257,31.9573,3.39491,2.98565,1.72534,-4.74799,4.17943,0.302769,-4.88139,-4.48659,-4.66037,3.85992,2.35848,4.20649
-67.7624,0.999174,0.000639352,10,1023,0,82.0366,3.16867,2.0285,2.41057,2.01248,2.01295,2.70709,2.56514,2.37402,2.02182,-5.03826,-4.47312,-4.64228,3.91483,2.31275,4.20764,16.8011,15.7002,31.4701,3.14776,2.58686,1.79833,-4.4782,3.80569,0.414501,-5.03826,-4.47312,-4.64228,3.91483,2.31275,4.20764
-72.36,0.641723,0.000788539,10,1023,0,85.5083,3.41749,2.03119,2.43625,2.00978,2.01957,2.62193,2.79155,2.10842,1.8906,-5.07064,-4.57163,-4.70959,3.72153,2.45233,4.16629,16.8162,15.581,33.1888,3.2995,2.50963,1.73301,-4.63252,3.72289,0.445057,-5.07064,-4.57163,-4.70959,3.72153,2.45233,4.16629
-73.3384,0.999975,0.000375774,10,1023,0,89.95,3.5757,2.02652,2.29563,2.01491,2.02259,2.48793,2.51102,2.08715,1.99368,-5.48315,-4.5348,-4.52137,3.72295,2.50005,3.97909,16.0121,16.6766,25.7998,3.05026,2.52277,1.93034,-4.99896,3.72134,0.53739,-5.48315,-4.5348,-4.52137,3.72295,2.50005,3.97909
-73.479,0.989673,0.000464688,10,1023,0,88.4563,3.4463,2.02817,2.23113,2.01964,2.01716,2.74091,2.90741,2.17081,1.94941,-5.17101,-4.53502,-4.49384,3.73813,2.35178,4.4143,22.3044,15.1457,34.4627,2.96256,2.4602,2.22072,-4.86567,3.48159,0.480692,-5.17101,-4.53502,-4.49384,3.73813,2.35178,4.4143
-75.0662,0.99852,0.00055741,10,1023,0,85.0142,3.09665,2.02985,2.27303,2.01456,2.02257,2.65264,2.44313,2.38807,1.76376,-4.94814,-4.49059,-4.61211,4.41658,2.30691,4.39475,13.4803,20.416,24.9271,2.76438,2.00904,2.52829,-4.91133,3.50632,0.403279,-4.94814,-4.49059,-4.61211,4.41658,2.30691,4.39475
-77.3209,0.999928,0.000682021,10,1023,0,95.008,3.41403,2.01949,2.20338,2.01453,2.02582,2.4828,2.94098,2.26231,1.93844,-5.09919,-4.48276,-4.55548,4.13678,2.302,4.31727,22.4665,17.7362,37.4915,2.94207,2.40692,2.47311,-5.01558,3.80202,0.351097,-5.09919,-4.48276,-4.55548,4.13678,2.302,4.31727
-73.5572,0.999912,0.000834695,10,1023,0,90.9974,3.17703,2.01984,2.30927,2.0211,2.02893,2.80559,2.6608,2.29189,1.83647,-5.04286,-4.45097,-4.66184,3.86933,2.30386,4.5972,14.3162,19.0725,25.1297,3.27401,2.56671,2.25022,-5.05059,3.8523,0.332535,-5.04286,-4.45097,-4.66184,3.86933,2.30386,4.5972
-73.7442,0.999134,0.00101809,10,1023,0,83.7089,3.2853,2.01527,2.528,2.03308,2.02772,3.91129,2.59307,2.30044,1.75409,-5.18821,-4.49526,-4.67905,3.78784,2.32507,5.24897,14.4764,19.2067,27.4959,2.33741,2.54071,0.681718,-5.07313,3.18523,0.395682,-5.18821,-4.49526,-4.67905,3.78784,2.32507,5.24897
-70.5461,0.995458,0.0012353,10,1023,0,83.5376,2.81844,2.0108,2.4831,2.03052,2.05812,3.74193,2.73094,2.30026,1.70976,-4.67821,-4.49019,-4.70211,4.53323,2.29757,5.1722,16.3672,17.6929,26.7237,2.09168,2.56418,1.04734,-5.04497,4.05993,0.343465,-4.67821,-4.49019,-4.70211,4.53323,2.29757,5.1722
-68.2979,0.999429,0.0014804,10,1023,0,80.918,3.82846,2.03909,2.31699,2.06945,2.00208,2.95241,2.52116,2.2693,1.88834,-5.76367,-4.46908,-4.56154,3.62031,2.25377,4.6665,17.0908,18.4562,27.5513,2.93059,2.35214,2.92363,-4.99433,4.1694,0.317338,-5.76367,-4.46908,-4.56154,3.62031,2.25377,4.6665
-55.1452,0.77,0.0017865,9,639,0,81.6444,3.69372,2.21683,2.61752,2.07334,2.0061,3.43403,2.64732,2.25533,1.80776,-5.82482,-4.60482,-4.83855,4.18488,2.27424,4.6534,16.0272,22.4417,25.6192,3.16634,2.26092,2.52669,-5.67991,3.88436,0.422012,-5.82482,-4.60482,-4.83855,4.18488,2.27424,4.6534
-59.3535,0.968648,0.00121832,9,797,1,68.3828,4.04259,2.20679,2.49478,2.04636,2.00638,3.73674,2.65283,2.24264,1.7446,-6.08249,-4.60462,-4.74155,4.00493,2.27703,5.16072,15.3849,21.583,35.8546,3.24971,2.39053,2.41873,-5.92846,3.86759,0.60841,-6.08249,-4.60462,-4.74155,4.00493,2.27703,5.16072
-51.1645,0.970407,0.0013606,9,511,0,71.8217,3.95626,2.32051,2.56638,2.05456,2.00651,3.60751,2.72692,2.26241,1.7103,-5.99728,-4.75073,-4.80956,4.14436,2.26903,4.96134,19.544,23.1627,26.7508,2.96838,1.94381,2.16013,-5.63873,3.55189,0.399638,-5.99728,-4.75073,-4.80956,4.14436,2.26903,4.96134
-50.602,0.830233,0.00152318,7,239,1,65.5329,4.02182,2.35554,2.5004,2.04666,2.00537,3.63926,2.60271,2.19492,1.82325,-6.01821,-4.75014,-4.78193,3.59321,2.2421,4.98668,17.5525,23.3228,24.1842,2.93643,1.88378,2.12445,-5.5675,3.59567,0.40352,-6.01821,-4.75014,-4.78193,3.59321,2.2421,4.98668
-52.5941,0.986681,0.00121198,9,511,0,67.4714,3.91508,2.38207,2.43465,2.04745,2.00579,3.6561,3.00088,2.21279,1.84082,-6.00735,-4.80738,-4.65344,4.37309,2.24154,5.30297,20.249,19.7037,28.6293,2.89902,1.86868,2.12823,-5.49181,3.65662,0.374507,-6.00735,-4.80738,-4.65344,4.37309,2.24154,5.30297
-46.1042,0.932135,0.00140906,8,279,0,68.846,4.06913,2.6119,2.39859,2.04189,2.00566,4.00181,2.47444,2.18308,1.67817,-6.49725,-4.9523,-4.59753,4.13018,2.19295,5.58054,17.5938,34.7875,35.2994,2.75869,2.16882,2.22102,-5.06658,3.55401,0.310049,-6.49725,-4.9523,-4.59753,4.13018,2.19295,5.58054
-37.8868,0.997267,0.00143463,9,511,0,52.3067,4.32568,2.78759,2.40662,2.04814,2.00652,3.5347,2.64387,2.21024,1.75981,-6.45671,-5.14905,-4.60502,3.82147,2.18291,5.0629,14.3614,29.384,28.7167,2.7127,2.33986,2.10488,-5.07674,3.85114,0.36639,-6.45671,-5.14905,-4.60502,3.82147,2.18291,5.0629
-36.2745,0.850437,0.00170388,6,127,1,47.5984,4.07654,2.76767,2.37311,2.04542,2.00604,3.63955,2.63264,2.33104,1.78422,-6.401,-5.17246,-4.60037,4.1799,2.19729,5.29105,16.4129,29.5278,32.261,2.73199,2.35292,2.23061,-5.12476,3.76658,0.326602,-6.401,-5.17246,-4.60037,4.1799,2.19729,5.29105
-30.4522,0.949545,0.00142793,10,1023,0,49.1637,2.92959,2.75499,2.37858,2.12947,2.00289,2.84678,2.69089,2.26276,1.88747,-4.67721,-5.1286,-4.65216,4.57977,2.18152,4.35183,17.2299,32.3711,37.3088,2.17292,3.08009,2.08143,-4.49962,4.6806,0.316457,-4.67721,-5.1286,-4.65216,4.57977,2.18152,4.35183
-31.809,0.748356,0.00151233,8,477,1,39.9809,2.83375,2.84006,2.36071,2.1378,2.0032,2.83769,2.84519,2.38928,1.92774,-4.62209,-5.16154,-4.60955,4.55484,2.18776,4.41196,17.3803,33.6531,33.3943,2.29422,2.93051,2.0237,-4.32416,4.82696,0.311794,-4.62209,-5.16154,-4.60955,4.55484,2.18776,4.41196
-33.4038,0.985098,0.00100204,10,1023,0,43.7469,3.44396,2.85156,2.55603,2.11659,2.00857,3.27913,2.46492,2.3793,1.81569,-5.56858,-5.15134,-4.79337,4.14757,2.19003,4.57706,14.8371,35.2684,31.3322,2.26871,2.48379,1.44752,-5.04123,3.80456,0.229027,-5.56858,-5.15134,-4.79337,4.14757,2.19003,4.57706
-28.0542,0.999225,0.00115327,10,1023,0,43.9829,3.29166,2.6789,2.31275,2.21453,2.01471,2.75653,2.42563,2.30268,1.85144,-5.10202,-5.09246,-4.5802,4.27413,2.2002,4.38347,13.1632,31.9956,30.0504,2.02842,1.9107,2.08934,-5.12509,3.6253,0.376799,-5.10202,-5.09246,-4.5802,4.27413,2.2002,4.38347
-25.3952,0.997192,0.00136821,10,1023,0,38.2146,3.59173,2.67856,2.47597,2.42055,2.01342,3.34061,2.9336,2.34579,1.83696,-5.26207,-5.06777,-4.71591,4.19103,2.19964,4.72083,21.9591,36.4004,33.5388,2.56202,1.31393,2.36745,-4.93884,3.9733,0.241483,-5.26207,-5.06777,-4.71591,4.19103,2.19964,4.72083
-26.4062,0.494919,0.00161177,9,819,0,38.4136,3.3548,2.57906,2.34424,2.38565,2.03367,2.71298,2.54496,2.26492,1.89873,-5.16026,-4.95084,-4.6139,4.25543,2.222,4.25033,20.4501,36.4751,32.1606,1.93041,1.02363,2.08317,-4.61868,4.17374,0.328435,-5.16026,-4.95084,-4.6139,4.25543,2.222,4.25033
-31.4249,0.96937,0.000606433,10,1023,0,42.1306,3.43344,2.78992,2.36503,2.60759,2.02017,2.73549,2.45803,2.19104,1.92061,-5.09299,-5.19664,-4.64172,4.27874,2.21746,4.3593,17.7258,27.9136,33.4604,1.29876,1.09954,1.84956,-4.42648,3.97919,0.29892,-5.09299,-5.19664,-4.64172,4.27874,2.21746,4.3593
-27.9944,0.988603,0.000672602,10,1023,0,39.7487,3.2279,2.60494,2.39885,2.43431,2.01683,3.16806,2.67972,2.30597,1.89528,-4.8474,-4.95855,-4.62813,4.18702,2.2156,4.76148,17.8302,38.8789,34.0747,1.36891,1.77611,1.93522,-4.76038,3.67813,0.301692,-4.8474,-4.95855,-4.62813,4.18702,2.2156,4.76148
-29.7937,0.987132,0.000777613,10,1023,0,44.4653,3.32591,2.77253,2.48419,2.30113,2.01903,2.5455,2.70739,2.21573,1.99404,-4.95112,-5.15804,-4.77905,4.27752,2.20103,3.94536,16.0372,27.2256,30.1976,1.65076,2.60953,1.72377,-4.3942,3.78075,0.351262,-4.95112,-5.15804,-4.77905,4.27752,2.20103,3.94536
-29.5929,0.997139,0.000894252,10,1023,0,49.874,3.26639,2.66554,2.30361,2.51924,2.03316,2.69971,2.79513,2.29862,1.8326,-4.88555,-5.06405,-4.63508,4.13953,2.21319,4.39294,16.715,26.9671,27.3889,1.99133,2.11596,1.60713,-5.19163,4.29876,0.406228,-4.88555,-5.06405,-4.63508,4.13953,2.21319,4.39294
-25.0086,0.999605,0.00104936,10,1023,0,37.3513,3.02746,2.75401,2.39804,2.47895,2.02237,2.70448,2.55586,2.23924,1.89149,-4.6135,-5.11931,-4.63646,4.48942,2.19931,4.2041,15.875,35.5083,32.2287,2.81151,2.19931,1.68564,-5.12079,4.38749,0.318156,-4.6135,-5.11931,-4.63646,4.48942,2.19931,4.2041
-25.5205,0.947531,0.00123541,10,1023,0,33.4565,3.25716,2.7527,2.39891,2.37771,2.01524,3.02738,2.75972,2.35912,1.83356,-4.848,-5.12913,-4.62117,4.22343,2.19074,4.59937,16.7986,32.6551,33.7115,3.08626,2.20706,2.21193,-4.83434,4.81918,0.255852,-4.848,-5.12913,-4.62117,4.22343,2.19074,4.59937
-25.4211,0.998455,0.00129504,10,1023,0,34.3314,3.85612,2.58039,2.51706,2.64504,2.01155,3.61262,2.30011,2.25359,1.76917,-5.78165,-4.92024,-4.77889,4.25923,2.21284,5.01183,17.9562,31.5813,33.4246,2.77314,2.55516,1.91498,-4.57646,4.59013,0.353742,-5.78165,-4.92024,-4.77889,4.25923,2.21284,5.01183
-29.6383,0.978351,0.00151531,10,1023,0,38.5444,3.78249,2.79029,2.38505,2.68872,2.01818,3.82424,2.42992,2.34243,1.73324,-5.91444,-5.16635,-4.63789,4.78651,2.19987,5.51524,20.2722,38.4987,30.672,2.68161,3.15553,1.71735,-5.17391,4.82085,0.355389,-5.91444,-5.16635,-4.63789,4.78651,2.19987,5.51524
-30.1214,0.285152,0.00169415,4,30,1,44.489,3.77756,2.78871,2.38263,2.68937,2.0182,3.81785,2.44074,2.32421,1.73617,-5.92706,-5.16985,-4.63155,4.67895,2.18703,5.44947,20.2311,38.1524,30.7024,2.68484,3.15912,1.71654,-5.17754,4.82352,0.358887,-5.92706,-5.16985,-4.63155,4.67895,2.18703,5.44947
-32.6287,0.983646,0.000426094,9,511,0,37.4301,3.76809,2.79282,2.38581,2.67538,2.01822,3.84524,2.44011,2.33585,1.73278,-5.94331,-5.16168,-4.59345,4.9158,2.18331,5.50383,20.9099,38.7382,31.6214,2.69405,3.17875,1.72818,-5.17774,4.83455,0.356276,-5.94331,-5.16168,-4.59345,4.9158,2.18331,5.50383
-29.0473,0.999988,0.000484397,10,1023,0,42.0688,3.66601,2.60284,2.52879,2.84891,2.02327,3.23695,2.79121,2.2462,1.79765,-5.49387,-4.97514,-4.7617,4.98478,2.22373,4.61232,16.1351,26.188,33.2523,2.82736,3.5809,1.79962,-5.2646,4.70039,0.361379,-5.49387,-4.97514,-4.7617,4.98478,2.22373,4.61232
-31.4569,0.991238,0.000569183,10,1023,0,44.0068,4.59643,2.76448,2.38868,2.61058,2.03731,5.00353,2.6646,2.28158,1.53282,-6.24001,-5.1437,-4.64444,3.85732,2.21596,6.75802,19.3932,32.6996,34.9897,3.3102,3.20458,2.0084,-4.82952,4.64947,0.292153,-6.24001,-5.1437,-4.64444,3.85732,2.21596,6.75802
-29.2706,0.973115,0.000655215,10,1023,0,44.5946,3.9889,2.74846,2.57003,2.85238,2.03112,3.6143,2.71927,2.33138,1.85556,-5.72494,-5.10433,-4.70172,4.49731,2.22108,4.80117,15.8237,31,28.2743,3.72137,3.05361,1.98992,-5.03534,4.15792,0.367713,-5.72494,-5.10433,-4.70172,4.49731,2.22108,4.80117
-29.6916,0.972722,0.000724753,10,1023,0,42.0435,4.0382,2.71745,2.62677,2.87034,2.04534,4.63594,2.65348,2.26956,1.77129,-5.82471,-5.06807,-4.74984,4.57483,2.23992,5.56155,17.2623,31.0841,31.1976,3.47981,3.11263,1.90674,-5.30539,3.94706,0.473228,-5.82471,-5.06807,-4.74984,4.57483,2.23992,5.56155
-24.8725,0.982877,0.000799946,10,1023,0,40.4573,4.02541,2.77996,2.4918,2.78158,2.03793,4.39751,2.54171,2.22138,1.70628,-5.73594,-5.16856,-4.67132,4.15658,2.20618,5.91751,19.0687,30.3769,31.4386,3.23732,2.6339,2.36114,-5.63597,3.58291,0.300578,-5.73594,-5.16856,-4.67132,4.15658,2.20618,5.91751
