# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=7345
# chain_id=4
# iter=200
# warmup=100
# save_warmup=1
# thin=1
# refresh=20
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./stan_example.samples_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,shape1.1,shape1.2,shape1.3,shape2.1,shape2.2,shape2.3,stretch.1,stretch.2,stretch.3,min_max.1.1,min_max.2.1,min_max.3.1,min_max.1.2,min_max.2.2,min_max.3.2,nu.1,nu.2,nu.3,mu_shape1,mu_shape2,mu_stretch,mu_min,mu_max,mu_nu,x_min.1,x_min.2,x_min.3,x_max.1,x_max.2,x_max.3
-16.6718,0.989285,0.00137947,10,1023,0,43.9754,3.65711,2.83835,2.32219,3.77181,2.2147,2.562,2.41358,2.22693,1.92333,-5.45698,-5.15371,-4.59972,5.52011,2.26316,4.28616,17.3566,38.6631,32.8554,1.88319,2.88119,2.29411,-4.4027,4.45509,0.267071,-5.45698,-5.15371,-4.59972,5.52011,2.26316,4.28616
-12.2565,0.842851,0.00165898,10,1023,0,26.2381,3.29766,3.24189,2.35734,3.73445,3.09885,2.50991,2.588,2.08711,1.97161,-5.02563,-5.49806,-4.62171,6.06632,2.59731,4.16807,17.7117,35.489,31.0348,2.36772,2.77762,1.78233,-4.55208,5.07078,0.354561,-5.02563,-5.49806,-4.62171,6.06632,2.59731,4.16807
-14.9027,0.965474,0.00132759,10,1023,0,27.1703,3.91626,3.31805,2.55718,3.07175,2.96639,4.88963,2.7046,2.17805,1.64879,-5.45704,-5.53506,-4.7303,4.31434,2.50479,5.87598,17.6659,45.189,33.9858,1.72239,3.41609,2.53853,-4.76282,4.55315,0.237153,-5.45704,-5.53506,-4.7303,4.31434,2.50479,5.87598
-9.08199,0.998409,0.00149201,9,511,0,20.8069,3.58841,3.53836,2.47484,3.45113,3.18475,3.51626,2.26654,2.07922,1.76708,-5.59406,-5.76326,-4.73651,5.46514,2.56745,4.9224,17.0044,44.7786,33.6118,2.31116,3.32904,1.88387,-5.06623,4.93393,0.286996,-5.59406,-5.76326,-4.73651,5.46514,2.56745,4.9224
-14.7083,0.857547,0.00183016,9,1023,0,23.4832,3.62051,3.2449,2.53168,4.32566,2.73647,4.43184,2.65437,2.17434,1.7195,-5.15921,-5.51789,-4.68639,5.95778,2.40702,5.50705,18.5799,43.5086,33.2382,3.18425,3.46612,0.706655,-4.70951,4.48253,0.316813,-5.15921,-5.51789,-4.68639,5.95778,2.40702,5.50705
-13.1259,0.765591,0.00153087,10,1023,0,29.1138,3.60583,3.16064,2.53862,3.19899,3.03614,3.88946,2.38891,2.17601,1.79391,-5.15842,-5.37597,-4.70431,4.77038,2.55439,5.18437,17.6571,41.8278,33.4399,3.56526,3.38972,1.09582,-5.20224,4.40509,0.286108,-5.15842,-5.37597,-4.70431,4.77038,2.55439,5.18437
-10.4506,0.998778,0.00100439,10,1023,0,26.5311,3.5754,3.52214,2.34882,3.59213,3.48924,2.91796,2.36003,2.07533,1.82557,-5.5154,-5.69176,-4.66252,5.80006,2.66076,4.58521,17.8886,41.8645,31.3628,2.80585,2.8982,1.68845,-5.03917,3.44495,0.285265,-5.5154,-5.69176,-4.66252,5.80006,2.66076,4.58521
-9.10733,0.996659,0.00123071,10,1023,0,17.195,3.38674,3.31531,2.43856,3.4307,2.89549,2.90098,2.68884,2.18753,1.85788,-5.15346,-5.53018,-4.73814,5.61233,2.46459,4.38979,20.5148,38.9317,31.8239,2.63886,2.27889,2.01579,-4.54797,3.75857,0.32458,-5.15346,-5.53018,-4.73814,5.61233,2.46459,4.38979
-8.06494,0.983274,0.00149454,10,1023,0,21.3001,3.71719,3.34409,2.43188,2.827,3.22512,3.18869,2.38131,2.15855,1.87994,-5.54913,-5.49074,-4.67348,4.51623,2.60438,4.75169,17.9641,46.2858,32.4633,3.73546,2.79224,1.88728,-5.02407,3.614,0.219567,-5.54913,-5.49074,-4.67348,4.51623,2.60438,4.75169
-9.44418,0.886435,0.00174696,10,1023,0,18.6713,3.37636,3.34863,2.40417,4.57785,3.2066,3.63315,2.46649,2.12426,1.76605,-5.07094,-5.53194,-4.63145,6.46535,2.57979,5.26817,17.8894,46.4669,33.124,2.12773,3.45541,1.74026,-5.35713,5.32313,0.197856,-5.07094,-5.53194,-4.63145,6.46535,2.57979,5.26817
-10.5253,0.995288,0.00158507,10,1023,0,26.9213,4.08377,3.30266,2.44639,3.88626,3.14857,3.41359,2.69467,2.0952,1.82279,-5.66935,-5.49434,-4.65219,4.88504,2.56454,4.98483,19.0712,34.0298,32.4816,2.16583,3.01703,2.35137,-5.00214,4.81536,0.360734,-5.66935,-5.49434,-4.65219,4.88504,2.56454,4.98483
-17.2919,0.900007,0.00190452,10,1023,0,30.1656,3.05118,3.16114,2.3345,2.7942,2.98978,2.41604,2.53063,2.18293,1.9544,-4.7678,-5.31476,-4.61992,5.73628,2.55723,3.89469,14.4899,36.9901,37.2037,3.03043,2.05414,2.19452,-4.65204,4.76078,0.256976,-4.7678,-5.31476,-4.61992,5.73628,2.55723,3.89469
-20.7566,0.994888,0.00178948,10,1023,0,31.3013,3.74886,3.46653,2.68156,2.23771,3.18221,4.84162,2.75375,1.96943,1.62834,-5.56425,-5.78079,-4.85648,4.3184,2.61024,5.61358,20.6661,33.2062,28.8291,3.50269,3.10706,1.94772,-5.26096,3.97389,0.379085,-5.56425,-5.78079,-4.85648,4.3184,2.61024,5.61358
-18.6033,0.994698,0.00213898,10,1023,0,31.2119,3.70439,3.3994,2.40197,2.55807,3.09621,2.80135,2.79721,2.21787,1.84263,-5.42566,-5.538,-4.63384,3.98576,2.53289,4.24533,19.5134,41.6844,33.6496,2.22269,1.61203,1.96185,-4.37877,4.08692,0.202785,-5.42566,-5.538,-4.63384,3.98576,2.53289,4.24533
-20.624,0.916098,0.00254807,9,511,0,30.2685,3.00625,3.23583,2.3627,3.16624,3.02775,2.92579,2.45935,2.26765,1.86068,-4.59647,-5.35635,-4.55954,5.73442,2.50357,4.6212,16.0122,33.1308,27.754,1.99165,2.67693,2.26421,-4.79152,4.58041,0.441836,-4.59647,-5.35635,-4.55954,5.73442,2.50357,4.6212
-13.2482,0.42245,0.00248828,9,511,0,30.2963,3.47015,3.29492,2.30181,2.79512,2.90958,2.7756,2.67396,2.24358,1.87516,-5.23575,-5.45741,-4.59917,4.58816,2.48609,4.55613,19.1896,37.5686,34.9514,1.98454,2.5847,2.70398,-4.71475,4.84035,0.266048,-5.23575,-5.45741,-4.59917,4.58816,2.48609,4.55613
-12.5599,0.999377,0.000716329,10,1023,0,24.9491,3.40938,3.41376,2.43002,2.59375,3.48537,2.84513,2.7169,2.0805,1.94973,-5.16869,-5.56674,-4.64607,4.4193,2.66486,4.20838,17.365,31.5454,34.3458,2.2081,2.65597,2.09189,-4.62745,4.16826,0.286222,-5.16869,-5.56674,-4.64607,4.4193,2.66486,4.20838
-12.817,0.992804,0.000866006,10,1023,0,21.9701,3.46925,3.53588,2.49882,2.54277,3.23927,3.10137,2.86158,2.13049,1.91947,-5.29005,-5.70852,-4.69571,4.62711,2.55598,4.49529,20.4181,50.069,31.2704,2.57368,2.48884,2.35155,-4.66481,3.91335,0.271289,-5.29005,-5.70852,-4.69571,4.62711,2.55598,4.49529
-15.4333,0.999833,0.00102721,10,1023,0,22.6877,3.39475,3.2857,2.40658,2.7227,3.215,2.85189,2.76435,2.12275,1.9067,-5.11835,-5.40944,-4.6552,4.7267,2.58906,4.27216,16.1825,30.3631,36.7599,2.24515,2.92729,2.63043,-4.71469,4.01398,0.206258,-5.11835,-5.40944,-4.6552,4.7267,2.58906,4.27216
-14.5333,0.999454,0.001236,10,1023,0,24.7041,3.21348,3.42322,2.42514,2.90624,3.33107,3.00918,2.38943,2.19177,1.86039,-4.9663,-5.5079,-4.68675,5.34511,2.59504,4.42679,15.6955,30.7135,29.8488,2.98376,3.27809,1.74995,-4.74945,4.00524,0.38893,-4.9663,-5.5079,-4.68675,5.34511,2.59504,4.42679
-13.5187,0.995854,0.00148162,9,1023,0,26.5799,3.21409,3.20607,2.40635,3.29274,2.73848,3.30093,2.62549,2.25012,1.82559,-4.82298,-5.42454,-4.63982,5.96089,2.41818,4.76982,17.7309,40.4756,34.8394,2.79727,2.56909,1.59706,-5.65428,4.46897,0.353233,-4.82298,-5.42454,-4.63982,5.96089,2.41818,4.76982
-15.4241,0.951461,0.00175594,10,1023,0,26.9924,3.59703,3.10986,2.33544,3.41692,2.65687,2.57793,2.37735,2.14782,1.96698,-5.34584,-5.39562,-4.5851,5.5195,2.40733,4.20784,17.7788,39.2214,32.0163,2.53559,2.6973,0.93188,-5.26336,5.24708,0.252702,-5.34584,-5.39562,-4.5851,5.5195,2.40733,4.20784
-15.7776,0.991324,0.00186814,10,1023,0,30.9483,3.33578,3.26127,2.31167,3.91231,2.95819,2.28108,2.41926,2.16822,1.96424,-5.09226,-5.45349,-4.59399,6.46451,2.50029,3.93144,17.6682,46.1246,29.7077,3.04722,2.9223,1.46549,-5.32396,4.7446,0.248601,-5.09226,-5.45349,-4.59399,6.46451,2.50029,3.93144
-13.6178,0.993369,0.00218087,9,511,0,24.3393,3.6921,3.38452,2.27895,4.91044,3.29785,2.24277,2.26939,2.0923,2.01524,-5.38162,-5.56113,-4.54127,6.22146,2.62317,3.85629,19.9993,36.2853,30.0512,3.53064,2.72355,1.73295,-5.53194,4.68135,0.263168,-5.38162,-5.56113,-4.54127,6.22146,2.62317,3.85629
-13.6117,0.999631,0.00255222,9,511,0,25.2147,3.56425,3.36701,2.32832,3.12044,2.84489,2.37318,2.65053,2.15474,1.99632,-5.18262,-5.56618,-4.6433,4.84869,2.43678,3.93086,18.0412,35.3669,28.6098,3.8892,2.48715,1.95934,-5.12114,4.92458,0.303379,-5.18262,-5.56618,-4.6433,4.84869,2.43678,3.93086
-17.3594,0.36347,0.00302357,4,31,1,29.4884,3.49214,3.29587,2.32858,3.08872,2.85733,2.37901,2.54505,2.1154,1.81557,-5.19853,-5.56438,-4.68893,4.73619,2.47257,4.0043,17.9329,37.6241,29.0405,3.92076,2.43845,2.01032,-5.13918,4.95011,0.30168,-5.19853,-5.56438,-4.68893,4.73619,2.47257,4.0043
-16.1984,0.994969,0.000821351,10,1023,0,30.335,3.34864,2.93426,2.22921,2.92786,2.40996,2.49236,2.51937,2.20235,1.87776,-5.13657,-5.22848,-4.5216,5.11577,2.31518,4.22837,19.658,35.1355,26.8024,3.58,2.50941,1.41669,-4.73423,4.82515,0.295617,-5.13657,-5.22848,-4.5216,5.11577,2.31518,4.22837
-15.0142,0.965502,0.000967052,10,1023,0,28.7247,3.64578,2.96091,2.30239,2.66327,2.41799,2.40498,2.5707,2.22993,1.85595,-5.37057,-5.2523,-4.64376,4.5365,2.33274,4.02324,16.9845,33.1193,30.5275,3.1467,2.77423,1.92838,-5.5095,4.11742,0.346876,-5.37057,-5.2523,-4.64376,4.5365,2.33274,4.02324
-17.9417,0.985321,0.00106204,10,1023,0,26.4465,3.25177,3.60079,2.36863,2.51905,3.64907,3.13804,2.89984,2.02763,1.90691,-4.94435,-5.76724,-4.55458,5.13906,2.73292,4.62897,15.9,44.5256,35.8649,2.34492,1.83881,1.8359,-4.42184,4.25448,0.243048,-4.94435,-5.76724,-4.55458,5.13906,2.73292,4.62897
-14.7675,0.988984,0.0012182,10,1023,0,31.3222,3.38959,3.10689,2.51105,2.77507,3.06267,3.72784,2.75426,2.09735,1.84097,-5.22487,-5.30347,-4.6588,4.9741,2.60233,4.98093,16.085,37.6479,30.748,2.29327,2.76155,2.37811,-5.41933,5.45208,0.338483,-5.22487,-5.30347,-4.6588,4.9741,2.60233,4.98093
-12.0093,0.98054,0.00140612,10,1023,0,22.788,3.51908,3.28938,2.41578,4.01996,3.00722,3.26567,2.446,2.18741,1.81807,-5.28546,-5.45681,-4.67908,6.30339,2.50571,4.85679,18.8816,38.5096,30.9459,3.23248,3.22474,1.5101,-3.97803,3.92389,0.328135,-5.28546,-5.45681,-4.67908,6.30339,2.50571,4.85679
-14.5205,0.920174,0.00158939,10,1023,0,22.1425,3.54227,3.36861,2.46693,3.74783,3.31727,3.02575,2.71949,2.05694,1.84047,-5.17103,-5.55854,-4.73844,5.14457,2.65803,4.54909,16.7047,38.391,34.5292,2.73858,3.3022,1.61566,-3.80013,3.91617,0.319737,-5.17103,-5.55854,-4.73844,5.14457,2.65803,4.54909
-12.0019,0.951603,0.00156787,10,1023,0,23.139,3.4488,3.51406,2.44334,3.58534,3.37294,2.80831,2.4311,2.11756,1.96073,-5.28373,-5.66116,-4.67897,5.98064,2.6451,4.26992,19.2731,44.5703,29.9746,2.68353,3.21622,1.63687,-4.13625,4.01063,0.278255,-5.28373,-5.66116,-4.67897,5.98064,2.6451,4.26992
-18.9248,0.835497,0.00165788,10,1023,0,27.269,3.21333,3.16368,2.64984,2.84083,3.01143,4.12535,2.74015,2.10487,1.73953,-4.99776,-5.35725,-4.86051,5.58675,2.5365,5.35519,21.8,30.8458,33.783,2.27485,2.6378,2.77648,-5.19887,3.70381,0.289507,-4.99776,-5.35725,-4.86051,5.58675,2.5365,5.35519
-21.0034,0.951768,0.00135664,10,1023,0,33.4537,3.58645,3.27484,2.33487,2.49047,2.64075,3.21762,2.76251,2.0657,1.73043,-5.30919,-5.60227,-4.68826,4.16191,2.41497,5.27487,19.0558,31.1629,35.5225,2.37247,2.02979,2.04691,-5.2242,4.19407,0.294481,-5.30919,-5.60227,-4.68826,4.16191,2.41497,5.27487
-17.8057,0.962818,0.00143458,10,1023,0,33.7767,3.18224,3.47557,2.51189,2.94185,3.14547,3.16626,2.3241,2.08521,1.92233,-4.96372,-5.67079,-4.6566,5.03032,2.51777,4.37855,19.2573,32.5291,33.792,3.3016,2.58992,2.31925,-4.4333,4.42099,0.289691,-4.96372,-5.67079,-4.6566,5.03032,2.51777,4.37855
-8.68767,0.924639,0.0015525,10,1023,0,31.201,3.17526,3.46564,2.48822,2.56533,3.39109,3.38777,2.55849,2.10004,1.84411,-4.87429,-5.61256,-4.72918,4.56164,2.6431,4.89744,15.8323,44.0373,30.5671,3.17937,2.90817,1.99048,-4.37586,3.93508,0.332489,-4.87429,-5.61256,-4.72918,4.56164,2.6431,4.89744
-9.24306,0.899442,0.0015452,10,1023,0,22.596,3.32726,3.21401,2.39792,2.98895,3.05465,3.06352,2.40705,2.12355,1.90478,-5.06553,-5.39949,-4.6399,4.90067,2.5489,4.65067,17.2457,41.3612,34.0574,2.51377,2.86071,1.33941,-5.25522,3.81182,0.168166,-5.06553,-5.39949,-4.6399,4.90067,2.5489,4.65067
-14.9588,0.942614,0.00145656,10,1023,0,26.3227,3.21244,3.41793,2.39301,2.67775,3.27914,2.90053,2.42079,2.02618,1.8946,-5.04503,-5.6436,-4.61976,4.83004,2.65088,4.40237,14.0187,39.2484,37.4252,2.8199,3.29599,2.53811,-4.66194,4.66651,0.445108,-5.04503,-5.6436,-4.61976,4.83004,2.65088,4.40237
-11.3677,0.998229,0.0015064,10,1023,0,22.9737,3.1599,3.02695,2.45417,2.59742,2.74683,2.98743,2.59969,2.1736,1.88864,-4.90173,-5.27724,-4.67575,4.74459,2.46148,4.45613,18.9756,39.6272,37.4331,2.98612,3.13088,2.71804,-4.56002,4.52251,0.199932,-4.90173,-5.27724,-4.67575,4.74459,2.46148,4.45613
-10.5122,0.998757,0.00175242,10,1023,0,19.4659,3.60389,3.05083,2.41349,2.74814,2.7819,3.62467,2.68536,2.18174,1.75984,-5.33494,-5.31367,-4.62852,4.65701,2.47323,5.17179,19.1893,38.8626,33.1152,2.90022,2.19886,1.48779,-5.19494,5.07722,0.401331,-5.33494,-5.31367,-4.62852,4.65701,2.47323,5.17179
-6.94568,0.824334,0.00203703,9,511,0,19.7421,3.78502,3.50122,2.55158,3.31105,3.12779,3.62999,2.6346,2.17346,1.80291,-5.45412,-5.64693,-4.77123,4.81248,2.5301,4.95744,19.4998,42.4594,30.1803,2.8325,2.7714,2.04649,-4.88204,4.19173,0.238427,-5.45412,-5.64693,-4.77123,4.81248,2.5301,4.95744
-13.6494,0.917486,0.00163776,9,767,0,18.3448,3.72354,3.42187,2.30635,3.25625,2.95522,3.37301,2.56386,2.24565,1.78466,-5.41821,-5.5636,-4.56476,4.96053,2.47344,5.06762,17.7307,41.7663,35.9122,2.82655,2.97785,2.15729,-5.4,4.82046,0.367913,-5.41821,-5.5636,-4.56476,4.96053,2.47344,5.06762
