# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=7345
# chain_id=1
# iter=200
# warmup=100
# save_warmup=1
# thin=1
# refresh=20
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./stan_example.samples_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,shape1.1,shape1.2,shape1.3,shape2.1,shape2.2,shape2.3,stretch.1,stretch.2,stretch.3,min_max.1.1,min_max.2.1,min_max.3.1,min_max.1.2,min_max.2.2,min_max.3.2,nu.1,nu.2,nu.3,mu_shape1,mu_shape2,mu_stretch,mu_min,mu_max,mu_nu,x_min.1,x_min.2,x_min.3,x_max.1,x_max.2,x_max.3
-600.39,0.99978,0.00211341,7,127,0,652.765,5.32346,2.57877,5.56534,2.33004,4.3596,2.36607,0.723211,4.02552,1.19712,0.691646,-0.576266,0.455693,2.55354,0.57912,0.881227,0.407577,0.282011,0.556453,-1.70872,-0.782553,-0.198567,-1.51943,1.03762,2.46909,0.691646,-0.576266,0.455693,2.55354,0.57912,0.881227
-588.967,0.334637,0.00249713,7,127,0,614.088,4.71817,2.54988,5.8907,2.34043,4.24449,2.35084,0.727674,3.96064,1.32936,0.624892,-0.626025,0.346281,2.5553,0.640655,0.787021,0.38014,0.304365,0.519272,-1.65653,-0.750354,-0.102244,-1.4085,1.04514,2.4,0.624892,-0.626025,0.346281,2.5553,0.640655,0.787021
-535.837,0.996012,0.000368696,10,1023,0,607.178,4.41907,2.68103,4.2042,2.22973,3.43347,2.29816,0.641065,1.51297,1.40289,-0.0435081,-0.899981,0.155859,1.45507,-0.0508661,0.851628,0.336279,0.628886,0.413558,-1.24141,-0.629337,-0.112289,-1.27589,0.888419,3.91048,-0.0435081,-0.899981,0.155859,1.45507,-0.0508661,0.851628
-512.06,0.966786,0.000445572,10,1023,0,548.763,3.38669,2.79693,4.29295,2.25133,3.08427,2.19341,0.630062,1.14458,1.84772,-0.0604789,-0.895378,0.161385,1.53201,-0.277295,0.867708,0.391147,0.302563,0.541926,-0.844986,-0.349124,-0.316719,-1.05746,0.655106,5.13016,-0.0604789,-0.895378,0.161385,1.53201,-0.277295,0.867708
-498.975,0.913363,0.000496065,10,1023,0,527.067,3.82448,2.74294,3.46834,2.42479,3.29252,2.23897,0.356623,0.826022,1.85417,0.0757312,-0.99558,0.362257,1.59188,-0.137511,0.86023,0.338655,0.586145,0.404628,-0.219342,-0.258759,-0.548378,-1.43636,0.881765,5.2107,0.0757312,-0.99558,0.362257,1.59188,-0.137511,0.86023
-484.25,0.982053,0.000471391,10,1023,0,512.163,3.68523,2.7048,2.97001,2.55367,3.00884,2.36131,0.304883,0.628988,1.59344,-0.189363,-0.85855,0.432474,1.56554,-0.279403,0.911754,0.376957,0.302225,0.525767,0.438498,-0.182085,-0.183672,-0.809053,0.344314,6.26801,-0.189363,-0.85855,0.432474,1.56554,-0.279403,0.911754
-465.789,0.99933,0.000557424,10,1023,0,491.074,3.1648,2.80484,3.02804,2.51945,2.69529,2.28476,0.284596,0.604147,1.33395,-0.505065,-0.807763,0.396615,2.21481,-0.293019,0.901969,0.364209,0.500098,0.430618,0.641818,0.711426,0.228507,-0.491301,0.626006,5.90435,-0.505065,-0.807763,0.396615,2.21481,-0.293019,0.901969
-462.043,0.999957,0.000696783,10,1023,0,472.583,3.26881,2.68046,2.68165,2.53661,2.73752,2.3055,0.258388,0.790174,1.09966,-0.56335,-0.797419,0.450142,1.90193,-0.223604,0.906415,0.433196,0.349304,0.516843,0.840244,0.928162,0.578465,-0.390396,0.573222,5.66887,-0.56335,-0.797419,0.450142,1.90193,-0.223604,0.906415
-454.796,0.999614,0.000873165,10,1023,0,473.592,3.13806,2.84258,2.35833,2.65257,2.83467,2.72981,0.414371,0.975977,2.02004,-0.478691,-0.890433,0.509163,2.13246,-0.246489,0.920277,0.414422,0.378443,0.500119,1.15399,2.21655,0.743999,0.17715,0.816015,6.13968,-0.478691,-0.890433,0.509163,2.13246,-0.246489,0.920277
-448.122,0.999078,0.00109256,10,1023,0,461.63,3.2404,2.52962,2.31423,2.44511,2.71667,2.5842,0.368573,0.895398,0.845664,-0.26645,-0.862884,0.501664,2.15503,-0.257163,0.911296,0.40238,0.373413,0.508519,1.44348,2.44428,0.502165,-0.839053,1.63079,6.19562,-0.26645,-0.862884,0.501664,2.15503,-0.257163,0.911296
-442.95,0.999652,0.0013632,10,1023,0,457.878,2.86385,3.07891,2.2814,3.57746,3.33834,2.44317,0.384932,0.162207,1.82607,-0.893722,-1.16431,0.667218,2.89789,0.109622,0.836479,0.46124,0.363105,0.442386,2.57427,2.2071,0.421116,-1.36405,1.8902,6.20266,-0.893722,-1.16431,0.667218,2.89789,0.109622,0.836479
-420.136,0.968091,0.00170069,10,1023,0,461.749,2.42768,3.15731,2.26076,3.57906,5.44113,2.62837,0.656418,0.108398,0.973114,-2.29687,-0.137577,0.557713,4.36161,1.13029,0.91354,1.11398,0.382069,0.47202,3.40531,2.27529,1.05185,-2.04783,2.48543,5.41256,-2.29687,-0.137577,0.557713,4.36161,1.13029,0.91354
-381.649,0.994654,0.00192983,10,1023,0,428.9,2.39126,3.05851,4.38125,2.49195,2.46973,2.46919,2.77227,0.0639435,0.683867,-4.27178,-1.5273,0.616674,7.47213,2.71252,0.894844,11.4901,0.481828,0.432993,1.92743,3.19176,0.652263,-1.69332,4.20362,1.10482,-4.27178,-1.5273,0.616674,7.47213,2.71252,0.894844
-240.907,0.991046,0.00236316,10,1023,0,370.932,3.63871,2.33867,2.2784,2.47829,2.23291,3.85255,2.70012,2.31747,2.42569,-5.43833,-4.69767,0.466462,4.08689,2.30371,0.956794,18.3457,34.6681,0.515304,3.33755,1.54498,2.11035,-3.89121,2.01802,0.849236,-5.43833,-4.69767,0.466462,4.08689,2.30371,0.956794
-226.828,0.986312,0.00285642,7,127,0,252.429,3.42932,2.64365,2.20457,2.61199,2.19065,4.27387,2.70716,1.95976,2.27252,-5.17114,-5.04497,0.472028,4.36283,2.32932,0.969004,16.7465,13.9568,0.449732,3.02767,1.57094,2.39107,-4.01014,2.39738,0.380093,-5.17114,-5.04497,0.472028,4.36283,2.32932,0.969004
-216.495,0.760369,0.0033974,6,107,0,232.755,3.36633,2.69487,2.1957,2.56921,2.18275,4.34152,2.42942,2.07205,2.14609,-5.16628,-5.11321,0.480969,4.41984,2.25686,0.959139,18.1415,17.0382,0.478356,2.98933,1.64332,2.31996,-4.16794,2.35413,0.38694,-5.16628,-5.11321,0.480969,4.41984,2.25686,0.959139
-214.153,0.914826,0.00212529,7,200,1,227.271,3.36065,2.66073,2.18224,2.6001,2.19804,4.18447,2.78312,1.98073,2.05358,-5.0368,-5.13964,0.478612,4.57661,2.32717,0.997833,18.6257,18.6316,0.510826,3.03138,1.6478,2.301,-4.1761,2.3341,0.478194,-5.0368,-5.13964,0.478612,4.57661,2.32717,0.997833
-206.657,0.909792,0.00206872,7,254,1,225.226,3.36836,2.64029,2.17621,2.50453,2.19009,4.2331,2.55264,2.27586,2.02148,-5.051,-4.91097,0.500921,4.35942,2.28125,0.958123,19.7848,22.6058,0.499242,3.002,1.77862,2.30024,-4.23026,2.26566,0.505525,-5.051,-4.91097,0.500921,4.35942,2.28125,0.958123
-199.49,0.420639,0.00198699,8,511,0,214.549,3.54063,2.75281,2.17669,2.4791,2.17762,4.0334,2.69653,2.18503,1.88571,-5.32601,-5.13362,0.44954,4.4711,2.27768,0.968749,15.3921,29.8187,0.538016,2.93135,1.75613,2.26538,-4.17818,2.29969,0.509074,-5.32601,-5.13362,0.44954,4.4711,2.27768,0.968749
-196.444,0.997933,0.000494741,10,1023,0,207.281,3.598,2.86639,2.23137,2.41961,2.34218,4.63515,2.70429,2.32192,1.78713,-5.43248,-5.11715,0.47426,4.23296,2.31428,0.935312,20.076,39.3377,0.433172,2.88707,2.02258,2.3665,-4.5425,2.4472,0.375323,-5.43248,-5.11715,0.47426,4.23296,2.31428,0.935312
-199.102,0.998509,0.000612721,10,1023,0,210.749,4.23978,3.07565,2.18381,2.36401,2.43727,4.99377,2.66451,2.13498,2.97739,-5.98491,-5.39873,0.477124,3.94147,2.3139,0.884515,17.0688,31.5489,0.492581,2.92952,2.09875,2.53126,-4.30385,2.51609,0.417217,-5.98491,-5.39873,0.477124,3.94147,2.3139,0.884515
-193.215,0.983192,0.000757342,10,1023,0,207.655,3.72447,3.22809,2.18332,2.61788,2.77026,3.35812,2.55181,2.16358,2.88219,-5.56574,-5.40065,0.475033,4.1471,2.44294,0.834609,15.9348,29.5258,0.47518,3.26876,2.28832,2.34077,-3.52065,2.95077,0.582667,-5.56574,-5.40065,0.475033,4.1471,2.44294,0.834609
-192.238,0.996153,0.000895094,10,1023,0,199.249,3.0718,3.14043,2.12077,2.84829,2.72201,2.63776,2.57406,2.14164,2.46256,-4.82323,-5.33855,0.456359,5.53368,2.42833,0.901983,18.0313,31.4781,0.522476,2.42008,2.59903,2.61561,-3.70539,3.30664,0.39649,-4.82323,-5.33855,0.456359,5.53368,2.42833,0.901983
-194.627,0.998522,0.00109209,10,1023,0,200.021,3.45979,3.17881,2.21431,2.25174,2.95956,2.7923,2.51778,2.06172,3.10723,-5.29526,-5.42657,0.485042,4.27265,2.54118,0.749017,17.7283,40.2616,0.431754,2.40733,2.08659,2.21439,-4.01393,2.31672,0.602846,-5.29526,-5.42657,0.485042,4.27265,2.54118,0.749017
-202.427,0.996028,0.00133637,9,511,0,208.371,3.342,3.59305,2.36475,2.17518,3.52569,2.71356,3.00116,1.99727,2.6005,-4.92566,-5.83126,0.563027,4.09603,2.70127,0.736499,17.3694,42.4927,0.457021,2.30403,2.25106,2.72426,-4.0531,1.47817,0.447723,-4.92566,-5.83126,0.563027,4.09603,2.70127,0.736499
-197.401,0.98116,0.00161911,10,1023,0,214.431,3.41222,2.96645,2.19639,2.33485,2.48375,2.52104,2.90062,2.06724,1.71034,-5.08007,-5.33788,0.477459,4.14753,2.36779,0.84105,16.6273,29.5306,0.421602,2.981,2.97816,2.28635,-4.24871,2.41332,0.568808,-5.08007,-5.33788,0.477459,4.14753,2.36779,0.84105
-194.355,0.802398,0.00188097,10,1023,0,207.935,3.79459,3.08229,2.11092,2.91336,2.58123,3.42782,2.74377,2.27754,3.40972,-5.53052,-5.25639,0.588132,4.66756,2.35573,0.702146,18.0574,40.6266,0.459815,2.83632,2.61067,1.96937,-3.88641,2.8353,0.502886,-5.53052,-5.25639,0.588132,4.66756,2.35573,0.702146
-195.292,0.380276,0.00137224,10,1023,0,203.832,3.58344,3.19106,2.11676,2.61299,2.80902,4.06497,2.39854,2.30308,1.93758,-5.4826,-5.32122,0.554742,4.19486,2.42843,0.652236,16.0637,40.1232,0.479139,2.8154,3.01954,1.63992,-3.87145,2.87512,0.541752,-5.4826,-5.32122,0.554742,4.19486,2.42843,0.652236
-193.55,0.999972,0.000340104,10,1023,0,204.008,3.77263,3.13937,2.11939,2.56706,2.76978,3.95608,2.52025,2.06383,1.81606,-5.55799,-5.4318,0.648113,4.39851,2.4644,0.748704,17.3352,34.6686,0.441558,2.90194,3.08533,1.70028,-3.88015,2.75025,0.480253,-5.55799,-5.4318,0.648113,4.39851,2.4644,0.748704
-193.68,0.977139,0.000417736,10,1023,0,202.657,3.80276,3.21131,2.12355,2.54837,2.70176,3.95772,2.58041,2.23827,1.87942,-5.47,-5.43738,0.724346,4.22684,2.39004,0.824729,18.924,34.9923,0.449944,2.94272,3.08197,1.7782,-3.88623,2.74948,0.507956,-5.47,-5.43738,0.724346,4.22684,2.39004,0.824729
-196.802,0.978394,0.000482648,10,1023,0,205.771,3.39062,3.22393,2.08781,2.54729,2.98529,3.57435,2.51041,2.1898,4.51585,-5.18626,-5.3299,0.750389,4.46522,2.50093,0.85402,16.1543,32.1159,0.469122,2.73148,3.27757,1.96388,-4.1832,3.45442,0.41109,-5.18626,-5.3299,0.750389,4.46522,2.50093,0.85402
-197.483,0.994185,0.000558032,10,1023,0,210.004,3.35157,3.06688,2.08064,2.40443,2.86394,3.05605,2.72123,2.2068,4.9571,-4.99689,-5.24655,0.725896,4.16646,2.50411,0.816709,21.3059,34.4419,0.44633,2.69366,3.20674,2.36818,-4.22796,3.40803,0.426616,-4.99689,-5.24655,0.725896,4.16646,2.50411,0.816709
-200.326,0.760864,0.000669452,10,1023,0,212.059,3.56057,3.18588,2.08363,2.35041,2.69932,3.0132,2.58002,2.20928,5.93499,-5.44254,-5.41701,0.711743,4.11597,2.40261,0.786269,16.5936,40.7907,0.404073,2.77503,3.48102,2.4583,-4.0625,3.25873,0.36208,-5.44254,-5.41701,0.711743,4.11597,2.40261,0.786269
-197.07,0.995328,0.000449523,10,1023,0,211.31,3.55153,2.95019,2.03815,2.48618,2.58869,3.33725,2.71564,2.20332,3.16636,-5.30601,-5.17675,0.56593,4.11138,2.38151,0.626757,19.3816,32.5459,0.514831,3.15513,3.52593,2.34628,-3.79876,3.25969,0.514188,-5.30601,-5.17675,0.56593,4.11138,2.38151,0.626757
-198.929,0.835984,0.000539874,10,1023,0,205.421,3.40169,2.98349,2.05467,2.4867,2.41341,3.60306,2.59782,2.20843,4.15636,-5.24826,-5.27369,0.653786,4.31778,2.32465,0.726604,16.7787,39.191,0.401285,3.08463,3.84267,2.77259,-3.85973,2.86362,0.438783,-5.24826,-5.27369,0.653786,4.31778,2.32465,0.726604
-199.712,0.993257,0.00043828,10,1023,0,210.098,3.2379,3.03803,2.05276,2.57612,2.51773,5.12092,2.73907,2.22145,4.70992,-4.96968,-5.29145,0.564852,4.54991,2.3631,0.639099,18.135,34.3907,0.505104,3.0239,3.7695,2.83996,-3.51653,2.81486,0.334055,-4.96968,-5.29145,0.564852,4.54991,2.3631,0.639099
-203.3,0.999767,0.000522136,10,1023,0,212.669,3.31768,3.01321,2.05237,2.55695,2.54518,5.42274,2.5906,2.17421,4.668,-4.91298,-5.28965,0.57157,4.47428,2.3694,0.641186,18.4132,32.6053,0.529632,3.0087,3.8433,2.79328,-3.61694,2.81721,0.33351,-4.91298,-5.28965,0.57157,4.47428,2.3694,0.641186
-200.685,0.842999,0.000630113,10,1023,0,213.157,3.45253,3.37367,2.035,2.56322,3.11077,4.03733,2.5643,2.06173,2.27815,-5.19618,-5.60506,0.682456,4.45064,2.56455,0.8055,22.5803,32.5812,0.530448,3.12077,3.74613,2.80838,-3.6364,2.71232,0.392068,-5.19618,-5.60506,0.682456,4.45064,2.56455,0.8055
-197.806,0.984571,0.000521361,10,1023,0,213.16,3.31284,3.31133,2.03655,2.46267,3.12652,3.85919,2.95061,2.05323,3.14821,-4.91306,-5.52191,0.630745,4.28452,2.62442,0.783915,18.1555,33.5505,0.398041,3.14783,3.65849,2.74217,-3.58171,2.93303,0.476614,-4.91306,-5.52191,0.630745,4.28452,2.62442,0.783915
-196.911,0.998606,0.000604958,10,1023,0,205.804,3.3996,3.21757,2.03896,2.56796,2.99229,3.79203,2.81452,2.09753,1.98052,-4.98038,-5.4172,0.535404,4.34042,2.54925,0.717217,14.1265,36.2927,0.408347,2.70878,3.2621,3.04477,-3.66985,3.08707,0.508857,-4.98038,-5.4172,0.535404,4.34042,2.54925,0.717217
-194.78,0.99361,0.000723891,10,1023,0,202.072,3.10621,3.36716,2.07153,2.32922,3.29144,3.92684,2.65977,2.12438,4.38329,-4.99419,-5.54465,0.708293,4.87266,2.61945,0.846657,15.5674,38.0438,0.414215,2.51342,3.08456,3.0659,-3.30171,2.83603,0.435882,-4.99419,-5.54465,0.708293,4.87266,2.61945,0.846657
-196.098,0.911981,0.000853828,10,1023,0,208.212,3.40714,3.26175,2.1027,2.24369,3.00248,4.06672,3.10823,2.16355,4.17408,-4.96499,-5.4351,0.581327,4.06112,2.51988,0.747022,18.8046,33.4174,0.519339,2.23226,3.17529,2.99003,-3.70088,3.03753,0.507329,-4.96499,-5.4351,0.581327,4.06112,2.51988,0.747022
-194.001,0.998896,0.000830866,10,1023,0,206.571,3.35549,3.19091,2.10536,2.20329,3.11101,4.17476,2.7811,2.13015,2.58553,-5.1073,-5.3687,0.644699,4.27784,2.58412,0.902447,15.9305,39.6094,0.389118,1.84644,3.25172,2.68177,-3.25846,3.34127,0.507514,-5.1073,-5.3687,0.644699,4.27784,2.58412,0.902447
-196.436,0.992918,0.000988438,10,1023,0,202.637,3.19627,3.57228,2.12655,2.13841,3.55868,3.29546,2.63903,2.07041,4.11443,-5.13962,-5.73233,0.564756,4.34665,2.69531,0.855093,17.3704,41.4015,0.384805,2.40714,3.03924,3.01784,-3.15849,2.75217,0.396458,-5.13962,-5.73233,0.564756,4.34665,2.69531,0.855093
-195.341,0.999624,0.00115694,10,1023,0,207.393,3.11819,2.98919,2.08405,2.19879,2.52892,3.5347,2.8249,2.16825,1.77284,-4.93299,-5.27047,0.584962,4.66626,2.36782,0.925265,18.3947,36.7666,0.526869,2.06209,3.00958,3.29238,-3.80881,2.77405,0.481159,-4.93299,-5.27047,0.584962,4.66626,2.36782,0.925265
-194.299,0.961112,0.00137192,10,1023,0,204.885,3.34343,3.05223,2.1135,2.12933,2.78521,3.31272,2.71935,2.29865,4.90315,-4.99407,-5.21918,0.484483,3.82156,2.4511,0.93945,18.2311,34.5179,0.477915,1.79364,2.43103,3.06284,-3.50814,3.06031,0.500083,-4.99407,-5.21918,0.484483,3.82156,2.4511,0.93945
-196.575,0.860861,0.00148721,9,511,0,203.99,3.28044,3.27795,2.06669,2.1228,2.7963,3.42251,2.79928,2.12875,3.22265,-4.9947,-5.48794,0.593255,3.87551,2.43351,0.773661,16.5034,33.7944,0.39416,1.90504,2.25406,3.14095,-3.38053,3.12202,0.57165,-4.9947,-5.48794,0.593255,3.87551,2.43351,0.773661
-193.184,0.97304,0.00128451,10,1023,0,205.637,3.31606,3.10293,2.31102,2.11984,2.567,2.63433,2.74411,2.15603,3.95463,-5.19807,-5.37829,0.571451,4.10405,2.36551,0.791527,17.7609,37.1356,0.486028,2.54477,2.929,3.08809,-3.53232,3.25974,0.407992,-5.19807,-5.37829,0.571451,4.10405,2.36551,0.791527
-193.645,0.583889,0.00142853,10,1023,0,206.312,3.15808,3.19276,2.35043,2.14149,2.71233,2.25262,2.79745,2.18666,3.72827,-4.85564,-5.46926,0.625061,4.12609,2.41743,0.834427,18.7568,36.0274,0.479232,2.12513,2.39799,3.2447,-3.69273,3.5948,0.491568,-4.85564,-5.46926,0.625061,4.12609,2.41743,0.834427
-196.001,0.996925,0.000666941,10,1023,0,202.943,2.9814,3.24134,2.2687,2.11632,2.80901,2.43199,2.49169,2.09307,3.97588,-4.83675,-5.48211,0.57145,4.19391,2.43443,0.776358,14.677,33.6048,0.425823,2.0079,2.4523,3.16777,-3.66995,3.50552,0.579333,-4.83675,-5.48211,0.57145,4.19391,2.43443,0.776358
-195.348,0.91789,0.000783626,10,1023,0,210.038,3.06939,3.2269,2.21222,2.09087,2.9271,2.57489,2.7134,2.17155,3.67671,-4.91679,-5.3646,0.631628,4.02423,2.46653,0.837498,17.8517,32.1619,0.457213,2.72187,2.48162,2.37078,-3.83276,2.54385,0.515626,-4.91679,-5.3646,0.631628,4.02423,2.46653,0.837498
-195.856,0.985485,0.000772081,10,1023,0,202.388,3.14861,3.11698,2.21469,2.07726,2.91561,2.55211,2.7105,2.11552,3.4841,-4.85752,-5.4043,0.522852,4.17339,2.54731,0.727811,16.4908,38.6402,0.50281,2.66463,2.4509,2.30833,-4.07373,2.65508,0.587873,-4.85752,-5.4043,0.522852,4.17339,2.54731,0.727811
-193.464,0.98925,0.000881824,10,1023,0,203.47,3.33247,3.09767,2.10207,2.12145,2.858,2.4714,2.72503,2.17411,1.70394,-5.02828,-5.30886,0.574226,4.02492,2.50401,0.914335,20.1515,34.9074,0.408064,2.26735,2.45972,2.29316,-3.24571,3.46125,0.431785,-5.02828,-5.30886,0.574226,4.02492,2.50401,0.914335
-197.424,0.97907,0.00101361,10,1023,0,208.173,3.20786,3.4733,2.11737,2.02958,3.33873,3.2342,2.49587,2.09319,1.49718,-5.05281,-5.63669,0.311002,3.86298,2.65686,0.979376,15.4424,36.071,0.43828,2.14251,1.97114,2.34314,-4.31608,3.67956,0.510766,-5.05281,-5.63669,0.311002,3.86298,2.65686,0.979376
-195.323,0.978787,0.00113761,10,1023,0,208.663,3.45075,3.17717,2.2036,2.0398,2.97093,2.9092,2.86802,2.15936,0.997619,-5.33568,-5.37,0.131026,4.11948,2.56056,0.984433,20.6821,33.4488,0.536294,3.03184,1.61086,2.26655,-4.19587,3.35513,0.467734,-5.33568,-5.37,0.131026,4.11948,2.56056,0.984433
-195.791,0.986772,0.00127402,10,1023,0,204.635,3.29489,3.28601,2.09637,2.0392,3.03465,3.02798,2.71322,2.09958,1.50732,-5.28392,-5.48028,0.0328346,4.28131,2.57704,1.10976,18.2737,35.8345,0.558156,3.56044,2.519,1.8913,-4.2686,3.15269,0.559809,-5.28392,-5.48028,0.0328346,4.28131,2.57704,1.10976
-194.823,0.935022,0.00144915,10,1023,0,206.13,2.91121,3.39423,2.21704,2.02987,3.18749,3.79038,2.98647,2.10392,0.614702,-4.58509,-5.59885,-0.00812064,4.68397,2.55296,1.26321,18.5086,36.8827,0.537834,3.37919,2.73956,2.22316,-3.65009,3.96932,0.414136,-4.58509,-5.59885,-0.00812064,4.68397,2.55296,1.26321
-193.636,0.998393,0.00147415,10,1023,0,207.793,2.82707,3.48317,2.18628,2.03796,3.25919,3.66816,2.69263,2.17343,0.670354,-4.7109,-5.60798,-0.16265,4.90762,2.57375,1.13855,16.3503,35.3972,0.5608,3.41475,2.61044,2.44734,-3.43245,3.69373,0.466821,-4.7109,-5.60798,-0.16265,4.90762,2.57375,1.13855
-195.026,0.983094,0.00171388,10,1023,0,207.188,3.26776,3.71808,2.21007,2.05402,3.32574,3.19052,2.84552,1.91833,0.535375,-5.13723,-6.06248,-0.0580355,4.54389,2.62115,1.42709,18.2774,34.7147,0.482737,3.61488,2.5517,2.10901,-3.50277,3.81975,0.541466,-5.13723,-6.06248,-0.0580355,4.54389,2.62115,1.42709
-157.673,0.987421,0.0019259,10,1023,0,209.105,3.11421,3.07411,3.31632,2.04488,2.66826,3.07223,2.70862,2.19194,0.288675,-5.01467,-5.35122,-5.33516,4.6704,2.40909,2.91272,17.532,35.1584,0.870099,1.92214,2.68627,1.06913,-4.26922,3.34091,0.446961,-5.01467,-5.35122,-5.33516,4.6704,2.40909,2.91272
-112.515,0.981546,0.00218061,8,383,0,166.314,3.48598,2.96828,2.98931,2.03769,2.58553,3.23086,2.6864,2.2121,1.13787,-5.38246,-5.24381,-5.25291,3.91137,2.39852,4.97061,16.972,35.3779,3.18686,2.85998,3.25428,1.28599,-4.5418,3.43958,0.4874,-5.38246,-5.24381,-5.25291,3.91137,2.39852,4.97061
